49,83,36,3,53,50,99,32,49,88,21,0,77,18,81,96,78,43,44,64,86,84,75,55,1,27,31,3,81,61,5,31,60,43,91,89,34,64,40,25,64,46,49,91,57,5,3,53,94,51,30,59,89,19,96,2,34,67,64,69,52,31,63,27,95,47,43,60,79,84,79,54,34,37,97,15,75,78,54,38,75,62,0,76,14,1,3,8,31,82,52,60,14,14,32,96,24,58,76,75,85,43,75,94,62,39,76,7,98,37,95,79,1,77,45,2,65,42,72,1,32,18,80,22,81,96,14,89,35,0,9,91,9,14,55,4,32,85,11,34,11,91,9,94,11,7,59,29,62,53,74,33,52,15,34,59,30,21,21,13,16,27,68,97,49,89,11,9,57,36,10,96,83,38,95,3,90,96,36,24,9,54,8,82,81,86,38,82,38,94,13,13,46,52,30,1,10,70,96,9
79,85,26,75,99,63,98,16,86,39,62,77,0,38,5,95,68,99,0,45,14,74,59,23,92,76,27,46,9,76,11,87,54,84,6,94,54,56,43,66,95,30,12,99,87,70,70,36,13,77,65,78,45,84,13,58,82,60,15,7,82,35,72,10,38,15,17,75,40,81,19,71,59,67,73,61,32,59,54,84,3,75,32,17,90,8,89,80,44,82,6,30,98,63,6,48,81,87,78,72,81,1,28,18,90,28,12,40,46,4,52,5,49,38,67,59,59,0,80,54,3,89,21,99,32,48,11,56,66,61,5,34,69,85,86,16,40,5,71,41,42,25,1,63,21,55,65,2,59,37,19,66,5,33,50,78,16,99,49,54,93,65,32,88,73,49,87,92,73,39,82,53,83,12,1,4,39,4,55,43,58,88,14,61,45,52,77,87,0,66,55,77,74,51,79,49,7,88,70,43
65,77,17,37,19,31,84,84,62,17,87,18,38,0,69,84,26,45,40,1,96,51,38,43,60,35,71,49,38,57,28,90,15,16,49,22,46,13,8,45,55,26,97,26,54,24,69,11,62,90,82,86,95,25,28,64,65,52,17,65,66,91,30,84,80,97,7,56,68,13,32,40,82,19,41,10,33,58,28,36,89,49,64,58,1,15,71,63,28,84,31,44,46,0,79,31,3,92,75,35,3,72,88,50,81,66,48,0,10,55,25,53,47,84,65,15,69,49,52,34,39,21,32,38,9,78,98,96,40,92,13,28,63,62,36,99,60,8,27,69,36,13,17,5,84,56,86,89,79,36,1,77,31,17,63,31,89,43,38,96,52,13,73,55,70,76,4,23,34,58,74,68,38,90,50,25,12,63,32,81,62,69,54,48,54,68,31,45,30,39,4,19,88,53,45,76,28,57,98,61
58,59,47,5,9,48,41,22,94,85,26,81,5,69,0,31,10,55,65,27,27,19,82,95,76,84,72,46,50,48,28,25,44,98,69,32,88,74,84,99,28,73,94,66,3,77,44,6,35,42,50,32,1,35,32,58,69,50,53,81,23,3,55,14,36,56,77,11,38,97,12,72,89,62,78,81,7,46,72,39,96,60,35,2,54,85,88,7,43,99,96,9,47,62,33,4,28,39,71,8,9,6,9,94,79,57,97,15,97,97,50,57,65,88,78,34,98,50,61,30,65,16,91,75,72,23,12,13,29,54,66,50,4,47,0,8,11,9,20,81,75,94,36,52,84,10,31,0,2,31,81,96,81,15,28,51,48,38,97,46,16,30,16,13,84,94,65,33,32,75,52,57,95,35,14,82,43,73,92,3,7,92,12,15,35,24,28,40,3,65,65,59,92,34,40,74,88,41,77,32
7,77,57,11,14,38,11,53,18,32,12,96,95,84,31,0,28,72,81,80,72,83,52,30,68,17,17,50,91,53,90,11,12,69,17,85,38,45,72,13,26,94,13,36,76,65,63,82,23,55,36,89,9,13,98,28,48,82,70,29,55,10,11,88,13,36,19,56,46,9,63,64,98,51,75,6,6,96,40,10,42,56,91,10,82,62,10,73,32,14,49,59,85,57,79,70,0,89,81,99,80,98,89,96,61,44,43,77,84,56,34,23,6,46,72,24,50,69,7,15,96,75,85,75,93,88,31,0,0,45,87,2,13,44,32,9,26,66,91,41,89,85,63,97,96,52,50,81,74,81,3,65,8,96,15,9,89,86,38,17,94,89,94,1,86,96,50,53,63,95,55,55,50,55,61,36,87,93,30,98,23,55,27,38,45,46,37,54,95,44,37,30,88,69,78,84,5,34,73,1
25,84,9,81,43,55,61,83,96,29,94,78,68,26,10,28,0,92,51,28,31,10,4,20,19,14,72,84,85,86,88,88,82,35,68,71,81,76,95,69,95,24,6,36,8,40,65,5,6,64,54,39,25,53,12,36,76,51,35,60,20,35,82,18,99,40,74,41,28,76,23,55,94,41,87,47,17,32,7,88,95,74,2,57,97,96,14,60,60,54,8,45,44,3,22,11,9,73,21,47,98,55,4,59,68,93,74,13,27,73,15,76,10,83,67,88,29,1,23,18,10,1,6,68,8,90,27,70,30,32,65,59,70,5,8,44,14,34,29,12,84,50,12,2,80,97,24,16,39,65,34,4,35,77,82,83,14,66,99,99,26,89,30,88,68,18,50,21,76,53,66,9,7,70,9,15,49,25,37,70,8,40,96,87,80,13,46,12,1,69,59,52,83,84,1,19,9,44,41,75
29,79,10,78,21,99,17,35,0,45,18,43,99,45,55,72,92,0,21,93,79,44,75,3,65,1,83,3,40,55,18,69,17,72,50,78,73,49,59,28,53,70,7,85,7,45,5,58,59,75,36,30,29,19,15,3,25,0,70,90,74,48,87,9,29,49,50,84,71,78,45,74,73,82,10,58,72,50,4,17,34,17,24,59,91,93,53,34,93,73,68,19,94,80,87,0,95,61,38,45,1,78,0,59,43,13,28,63,21,81,81,7,41,69,97,50,1,66,8,85,94,50,95,84,39,80,14,34,95,71,46,16,22,32,2,24,7,58,55,22,92,63,9,37,70,88,30,57,78,84,29,3,84,54,42,5,60,67,54,98,49,94,31,35,66,46,58,15,25,99,21,66,40,95,25,20,56,78,50,25,65,80,52,1,41,91,68,90,54,69,15,5,52,19,77,73,79,59,63,1
93,42,8,9,47,58,27,17,74,10,66,44,0,40,65,81,51,21,0,14,1,18,38,81,47,72,35,55,45,58,59,30,24,35,59,41,76,33,20,30,70,71,77,31,89,14,5,43,23,96,74,1,9,92,44,19,78,52,35,50,15,21,72,4,10,88,26,14,31,76,94,84,58,49,50,79,70,47,69,61,18,14,16,45,82,89,1,30,47,89,90,57,45,70,20,53,28,86,4,69,24,68,26,13,58,20,77,78,89,85,53,17,47,70,79,17,78,64,11,74,44,27,59,43,45,14,38,94,99,30,28,30,56,66,48,39,16,79,23,95,66,90,5,98,18,27,35,96,38,73,26,82,14,58,90,90,23,64,61,75,71,29,15,11,48,24,25,24,40,91,97,94,80,74,1,69,23,22,36,97,83,22,44,43,45,87,89,38,50,83,66,60,97,44,90,1,30,26,73,6
16,89,74,26,37,57,37,98,61,41,27,64,45,1,27,80,28,93,14,0,1,34,68,38,13,49,85,30,89,22,32,18,2,88,43,15,58,34,66,45,31,1,25,50,51,11,96,52,25,63,39,73,92,87,78,19,59,14,42,21,96,76,6,24,8,18,69,60,40,98,81,43,15,10,42,13,54,51,71,38,22,50,68,9,91,90,82,29,3,71,28,4,80,30,7,63,78,96,32,51,43,28,33,5,80,5,92,26,20,93,50,94,11,88,46,27,62,39,80,41,65,76,8,23,60,6,22,0,84,84,95,14,98,25,87,66,49,27,44,2,67,58,32,36,33,74,12,80,7,99,78,40,23,28,14,93,37,46,52,74,57,16,22,1,80,65,54,57,47,43,15,62,82,59,52,95,78,55,55,22,13,64,17,84,53,50,29,26,21,37,63,30,98,29,61,62,34,47,21,10
64,50,98,7,83,53,88,49,96,0,28,86,14,96,27,72,31,79,1,1,0,85,62,42,57,50,86,85,33,40,5,50,20,27,59,89,24,29,34,71,33,70,25,78,39,10,14,24,54,22,89,4,90,86,85,25,29,84,11,26,63,84,93,35,65,49,52,79,84,80,47,97,43,66,56,10,82,38,30,98,24,37,24,1,9,18,29,47,10,89,99,64,8,30,9,87,13,45,65,51,83,83,18,96,77,6,34,89,95,4,15,9,2,45,24,17,75,19,46,9,48,63,36,45,79,33,94,89,22,8,77,42,45,35,16,13,83,43,79,69,61,19,62,76,86,77,44,94,22,60,92,64,1,20,13,59,29,1,36,61,50,36,12,61,23,37,67,27,44,75,21,74,47,29,75,53,18,46,26,98,83,60,49,13,64,12,57,42,94,72,47,82,36,57,71,79,6,51,13,83
26,84,41,23,67,52,31,53,34,33,63,84,74,51,19,83,10,44,18,34,85,0,50,80,72,81,87,6,73,82,81,14,7,35,2,3,86,48,48,71,20,70,10,79,77,89,86,81,22,69,60,0,23,46,81,81,99,12,91,44,79,6,39,89,9,24,54,62,3,62,17,25,90,60,15,78,27,77,56,86,66,55,85,60,17,32,54,6,61,37,10,5,82,97,75,83,43,27,43,55,72,44,58,18,12,36,48,2,17,59,22,40,62,45,34,65,11,4,22,22,29,30,26,93,4,29,29,65,68,20,79,49,35,64,89,56,29,1,18,85,54,72,14,61,82,19,85,14,7,26,22,16,29,0,79,56,21,73,13,79,24,71,62,63,14,25,3,44,96,32,59,69,6,22,0,74,73,4,25,34,60,79,5,28,12,89,56,19,49,62,3,85,17,38,78,33,10,40,98,23
70,17,10,96,26,67,92,72,13,91,74,75,59,38,82,52,4,75,38,68,62,50,0,17,28,93,70,38,65,83,66,28,73,21,99,77,51,12,73,57,67,41,66,76,83,27,70,19,20,60,57,35,96,85,64,26,12,35,38,79,98,18,50,7,61,86,49,88,27,0,35,40,50,17,6,84,99,88,35,3,43,60,4,73,98,55,68,49,85,74,34,94,76,88,18,90,86,20,95,0,33,81,73,1,5,28,44,36,91,26,76,77,71,23,4,32,49,48,39,69,47,10,49,97,86,25,29,59,85,68,25,73,57,97,13,72,31,17,60,34,57,4,46,15,5,29,74,99,10,24,64,7,39,63,8,15,90,11,63,70,7,35,51,96,17,70,21,99,17,22,86,2,41,85,44,13,64,78,4,35,4,80,8,43,0,78,94,1,58,41,7,80,82,35,73,24,79,84,12,6
62,86,47,95,21,97,61,94,44,93,53,55,23,43,95,30,20,3,81,38,42,80,17,0,75,79,85,94,6,75,18,0,28,65,84,89,88,78,23,24,68,66,45,79,80,87,98,73,4,60,26,59,35,31,91,16,81,53,22,94,36,44,94,16,11,60,83,52,29,60,47,16,32,77,5,98,65,82,26,14,1,87,39,72,7,10,57,56,27,19,63,44,2,7,35,42,4,73,52,25,28,63,8,45,79,69,84,49,43,48,38,44,66,84,25,92,74,64,45,59,23,46,45,13,49,28,6,12,43,70,85,52,15,28,30,88,95,52,35,30,84,5,21,81,60,89,58,12,25,5,74,87,25,60,75,3,85,8,68,29,49,10,79,65,63,44,97,60,44,90,70,12,86,28,43,33,5,42,57,93,40,46,40,30,47,85,35,4,52,44,63,13,43,98,8,25,41,67,75,54
4,46,43,0,89,68,49,63,66,30,57,1,92,60,76,68,19,65,47,13,57,72,28,75,0,23,89,54,25,24,32,73,41,54,26,29,48,27,55,25,70,69,72,56,65,89,42,29,91,31,10,88,53,98,72,39,24,46,54,28,25,7,88,10,63,59,43,83,89,86,8,7,79,31,77,4,41,81,61,41,48,75,46,69,65,40,9,70,60,5,32,58,99,99,98,59,40,79,4,29,39,17,18,92,90,30,59,54,1,86,0,66,31,85,15,77,18,54,67,64,37,54,69,97,55,20,8,9,5,28,62,49,82,44,99,83,38,1,78,41,82,11,71,95,3,0,27,56,37,59,66,36,24,99,28,31,65,42,29,47,33,1,16,21,47,76,33,9,33,30,2,94,42,79,56,61,47,16,12,21,37,17,29,20,60,9,13,98,83,50,64,70,63,41,53,43,34,5,19,54
50,16,1,81,25,77,47,97,72,31,15,27,76,35,84,17,14,1,72,49,50,81,93,79,23,0,31,78,21,88,83,1,95,92,82,36,87,20,31,30,64,91,30,49,18,20,31,75,39,14,97,35,54,52,98,18,11,24,69,22,17,0,21,39,84,73,58,47,48,90,46,96,71,74,52,29,93,55,45,79,48,3,50,58,12,11,70,39,25,37,3,3,97,77,42,64,46,33,64,80,93,11,40,74,28,97,39,23,97,11,75,41,2,33,90,18,86,67,27,94,92,5,62,59,74,96,61,45,96,13,42,47,12,51,96,26,23,44,8,30,36,89,9,23,97,37,34,69,18,81,79,53,5,58,40,13,11,97,98,66,61,85,47,60,57,59,59,81,66,2,26,37,13,40,71,10,59,81,78,4,71,91,32,65,0,36,83,37,35,62,8,92,29,1,11,59,94,55,60,74
74,61,80,35,26,95,25,45,37,47,49,31,27,71,72,17,72,83,35,85,86,87,70,85,89,31,0,81,37,79,90,18,29,22,83,81,59,1,28,69,65,39,66,98,42,83,21,96,63,2,55,76,42,90,36,19,15,80,68,94,82,99,60,45,6,65,44,37,31,25,56,29,98,83,27,59,22,99,7,83,83,31,85,56,87,53,59,47,72,12,93,20,91,34,57,80,98,41,82,33,54,80,37,74,92,12,73,7,8,3,36,52,41,81,85,98,71,23,66,36,59,40,5,74,36,98,95,34,96,76,63,14,95,73,78,39,82,55,42,74,45,22,40,38,71,6,11,33,90,35,17,21,76,21,55,72,46,70,78,52,16,98,77,92,24,71,6,32,71,52,52,9,69,98,85,37,32,80,15,36,11,70,24,8,30,35,50,99,93,21,95,74,43,76,65,52,82,92,31,33
1,21,59,53,32,69,61,27,6,14,74,3,46,49,46,50,84,3,55,30,85,6,38,94,54,78,81,0,62,98,29,43,97,44,40,2,99,6,94,16,47,97,24,69,83,18,93,80,42,14,77,20,50,97,9,98,87,78,13,77,9,74,95,16,93,65,3,36,74,71,1,86,26,50,88,16,32,68,21,7,33,27,30,47,41,32,70,36,98,55,23,75,68,19,11,98,75,30,16,26,67,51,46,23,64,55,13,81,49,94,24,94,43,98,46,57,45,34,27,69,8,36,43,49,99,24,5,18,11,82,10,20,90,59,98,49,4,76,95,44,0,35,60,67,58,37,38,45,40,65,55,6,62,22,42,52,69,52,23,92,43,66,27,53,90,92,39,17,38,77,78,58,3,64,56,52,73,72,44,36,48,10,94,69,91,0,69,40,6,82,34,35,85,38,94,67,52,24,34,66
66,94,46,95,9,74,43,62,5,71,15,81,9,38,50,91,85,40,45,89,33,73,65,6,25,21,37,62,0,33,98,20,43,73,71,73,45,53,69,19,92,65,42,56,40,7,78,32,57,97,8,7,54,7,32,95,94,28,18,60,45,41,14,21,17,97,11,78,71,31,24,29,31,63,47,23,45,0,32,2,12,62,71,5,97,13,29,21,85,14,17,16,32,95,9,85,47,22,72,35,99,96,61,57,0,11,55,11,56,21,58,37,80,55,17,96,24,37,80,29,87,70,44,85,14,14,2,81,29,95,79,40,67,42,41,5,36,24,73,58,76,72,23,70,74,48,33,79,35,32,79,46,36,88,50,80,72,50,49,20,7,67,78,34,66,44,68,36,10,96,3,84,30,59,87,9,52,14,70,51,47,59,86,81,52,30,93,83,67,43,45,9,70,88,94,21,54,74,19,45
80,29,74,69,86,75,32,74,0,54,64,61,76,57,48,53,86,55,58,22,40,82,83,75,24,88,79,98,33,0,43,10,47,54,1,77,66,85,50,73,77,7,5,34,68,55,59,56,17,96,16,21,94,41,36,35,13,40,40,29,63,99,95,93,63,20,83,46,69,51,1,61,7,13,43,43,16,41,96,89,46,18,30,71,81,79,87,49,28,36,44,3,15,7,99,57,35,32,91,70,45,61,8,60,71,26,27,72,71,26,8,5,87,98,79,80,22,52,59,39,56,21,70,26,11,78,0,89,32,78,7,33,94,22,71,11,40,14,28,32,62,49,88,51,82,89,17,80,82,13,95,79,66,64,59,77,0,26,94,23,30,41,33,59,23,46,27,31,17,46,2,44,99,89,55,30,10,82,41,31,52,95,29,39,54,32,58,25,58,1,35,19,67,1,64,93,28,65,64,71
59,10,71,31,54,60,89,56,31,25,98,5,11,28,28,90,88,18,59,32,5,81,66,18,32,83,90,29,98,43,0,43,11,11,66,69,58,47,47,15,88,58,4,22,57,74,7,78,0,26,19,63,67,3,51,7,57,81,58,23,40,6,66,16,94,14,73,51,96,62,38,9,33,78,18,56,21,34,42,33,70,70,19,55,12,38,46,33,53,96,34,68,36,52,96,77,69,62,66,23,91,29,22,22,75,57,56,6,98,43,73,33,99,72,8,88,41,19,19,33,68,66,52,80,82,79,58,10,53,50,58,83,17,48,51,20,36,40,4,64,73,79,44,56,18,74,52,31,12,90,55,88,97,74,68,61,59,0,49,76,4,67,90,85,11,66,89,42,8,50,66,20,35,30,56,74,15,92,90,77,10,98,33,11,24,35,62,64,50,25,72,25,51,27,70,61,91,83,81,59
19,14,95,84,6,37,70,83,0,18,84,31,87,90,25,11,88,69,30,18,50,14,28,0,73,1,18,43,20,10,43,0,16,41,54,23,7,27,39,86,62,58,97,31,63,59,3,95,42,67,34,39,84,92,57,28,16,54,0,77,67,64,68,3,85,33,27,83,56,40,24,53,91,53,45,99,42,76,80,94,80,35,49,89,2,39,26,27,79,89,34,28,37,0,79,5,0,48,35,41,47,63,49,73,47,38,36,34,82,37,4,27,68,52,33,43,46,17,68,89,15,51,49,40,96,43,67,75,97,14,33,6,71,52,7,89,3,25,94,57,70,62,99,32,67,78,59,75,36,40,49,33,82,96,48,42,65,56,56,71,38,85,65,1,60,15,12,58,35,62,90,71,37,2,31,45,32,16,43,86,61,15,3,90,4,66,61,31,62,3,15,58,62,51,6,63,38,78,23,95
90,97,90,85,83,8,37,38,44,36,9,60,54,15,44,12,82,17,24,2,20,7,73,28,41,95,29,97,43,47,11,16,0,56,11,22,53,26,65,30,77,7,95,39,16,66,17,55,33,17,49,59,30,45,78,3,6,56,14,50,31,45,94,96,45,10,47,76,48,32,9,9,34,19,27,19,34,48,5,10,90,90,50,8,20,80,48,46,36,43,51,54,13,58,87,93,84,12,6,47,87,83,16,56,23,71,21,34,70,79,3,79,21,31,5,26,54,20,42,65,49,84,50,44,22,59,60,65,16,52,23,3,77,0,13,86,44,30,20,27,84,58,38,6,86,8,28,50,29,30,65,80,46,69,13,97,86,16,13,13,93,85,74,45,71,1,64,65,41,16,86,3,58,82,22,31,90,63,9,68,75,0,82,50,23,84,59,8,28,38,64,45,45,24,34,65,99,72,59,54
75,35,98,53,3,77,72,7,79,84,61,43,84,16,98,69,35,72,35,88,27,35,21,65,54,92,22,44,73,54,11,41,56,0,65,69,39,19,55,77,68,31,28,55,96,51,61,91,87,50,48,97,33,15,56,61,19,95,16,70,54,35,95,5,4,89,48,21,82,1,86,83,95,95,90,77,35,54,96,2,72,85,24,10,73,29,11,5,94,85,62,37,70,49,89,25,35,26,85,37,38,35,20,73,86,85,93,81,20,88,13,22,10,86,11,53,53,29,12,17,34,47,83,84,49,52,60,44,63,40,62,34,32,68,54,29,92,59,77,16,32,34,64,44,4,80,16,13,72,75,51,56,72,81,51,8,13,98,59,47,9,23,27,22,36,91,42,78,97,28,70,5,18,64,3,18,36,83,45,2,17,73,7,77,49,35,7,46,73,69,65,86,9,8,65,74,33,51,86,81
77,25,40,3,96,45,5,98,48,43,73,91,6,49,69,17,68,50,59,43,59,2,99,84,26,82,83,40,71,1,66,54,11,65,0,81,80,55,12,9,4,85,85,6,85,51,19,0,73,91,70,83,67,98,81,69,68,24,60,33,46,81,44,54,83,45,92,78,54,27,22,81,54,21,8,61,91,95,72,97,75,17,92,77,40,81,16,12,1,64,82,23,42,44,19,65,23,67,94,26,70,21,0,17,1,80,25,33,24,90,35,57,74,95,46,2,7,87,71,41,8,90,69,89,60,73,94,24,54,99,3,34,42,37,53,61,26,37,49,3,21,51,40,26,2,11,92,18,4,4,30,62,31,15,37,33,11,72,37,59,78,81,10,62,13,90,2,57,83,26,53,44,26,37,67,53,44,11,69,84,55,12,55,39,45,65,50,80,81,29,47,74,38,5,23,6,83,63,54,89
